"RecordedDate","LocationLatitude","LocationLongitude","UserLanguage","occ","occ_3_TEXT","Q52_Page_Submit","Q53_Page_Submit","mani_1","mani_2","mani_3","quit_1","quit_2","quit_3","year_1","month_1","found","coown","indu","indu_7_TEXT","locat","age_1","gender","edu","edu_6_TEXT","exp_cond"
2021-05-05 20:58:45,"51.4098052978515625","-0.02490234375","EN",1,"",NA,42.144,4,5,5,4,2,4,16,6,1,2,1,"",185,54,1,2,"",2
2021-05-05 20:58:56,"52.8079986572265625","-2.1118011474609375","EN",2,"",25.225,NA,4,4,4,4,2,2,6,5,1,1,1,"",185,40,2,3,"",1
2021-05-05 20:58:59,"51.9322052001953125","-0.4568023681640625","EN",2,"",NA,26.296,4,5,5,4,4,4,2,8,1,1,7,"Balloon gifts",185,11,2,2,"",2
2021-05-05 20:59:12,"28.52740478515625","-81.6011962890625","EN",2,"",NA,20.816,5,5,5,2,4,4,9,11,1,2,1,"",187,11,1,4,"",2
2021-05-05 20:59:56,"50.4380950927734375","-4.0829925537109375","EN",2,"",26.019,NA,1,1,1,1,2,2,4,4,1,2,4,"",185,21,2,4,"",1
2021-05-05 20:59:58,"52.768096923828125","-1.202606201171875","EN",1,"",27.186,NA,4,1,1,1,1,1,4,3,1,1,3,"",185,41,2,2,"",1
2021-05-05 21:00:04,"54.9882049560546875","-3.2653045654296875","EN",1,"",NA,30.86,5,5,5,4,3,3,2,4,1,1,7,"Education",185,10,2,2,"",2
2021-05-05 21:00:27,"52.5030059814453125","-2.083892822265625","EN",3,"Medical support secretary",NA,22.814,3,4,5,3,1,3,1,2,1,1,4,"",185,3,2,4,"",2
2021-05-05 21:00:27,"52.4355926513671875","1.326507568359375","EN",1,"",64.188,NA,3,1,1,1,2,2,9,7,1,2,1,"",185,22,2,2,"",1
2021-05-05 21:00:35,"51.47430419921875","-0.092803955078125","EN",2,"",NA,21.709,4,5,5,4,4,5,3,10,1,1,3,"",185,6,1,4,"",2
2021-05-05 21:00:42,"51.8701934814453125","0.900604248046875","EN",1,"",21.581,NA,5,1,2,1,1,2,3,5,1,1,7,"Hospitality",185,21,2,4,"",1
2021-05-05 21:00:44,"51.546600341796875","-0.123199462890625","EN",2,"",NA,29.442,4,5,5,5,4,4,14,4,1,1,2,"",185,44,1,4,"",2
2021-05-05 21:01:03,"51.47430419921875","-0.092803955078125","EN",1,"",30.998,NA,2,1,1,1,1,2,4,10,1,1,4,"",185,45,1,4,"",1
2021-05-05 21:01:38,"51.7655029296875","-0.4481964111328125","EN",1,"",163.159,NA,4,1,1,1,1,1,12,9,1,1,7,"Personal services",185,17,2,4,"",1
2021-05-05 21:01:49,"51.3227996826171875","-2.8993072509765625","EN",1,"",NA,30.21,5,5,5,1,1,1,3,4,1,1,1,"",185,39,1,4,"",2
2021-05-05 21:02:21,"55.899505615234375","-3.5236968994140625","EN",1,"",NA,28.458,5,5,5,4,4,4,16,11,1,1,7,"publishing",185,45,2,4,"",2
2021-05-05 21:02:33,"51.5565032958984375","0.134002685546875","EN",3,"teacher",21.781,NA,3,3,3,4,4,3,3,6,2,2,4,"",185,13,2,4,"",1
2021-05-05 21:03:02,"51.546600341796875","-0.123199462890625","EN",2,"",219.972,NA,1,1,1,1,1,1,4,8,1,1,4,"",185,6,1,3,"",1
2021-05-05 21:03:18,"51.7655029296875","-0.4481964111328125","EN",1,"",NA,32.286,5,5,5,1,1,1,12,4,1,1,2,"",185,29,1,4,"",2
2021-05-05 21:03:37,"51.5095062255859375","-0.0955047607421875","EN",1,"",NA,23.28,5,5,5,4,4,3,6,10,1,1,3,"",163,16,1,4,"",2
2021-05-05 21:04:15,"51.9123992919921875","-0.3845977783203125","EN",2,"",NA,57.839,5,5,5,5,5,4,3,11,1,1,2,"",185,5,1,6,"A-Level College Level (Post secondary before degree)",2
2021-05-05 21:04:34,"51.4429931640625","-0.329498291015625","EN",2,"",27.081,NA,5,2,2,1,1,1,5,1,2,2,3,"",185,1,1,2,"",1
2021-05-05 21:04:53,"55.86700439453125","-4.30560302734375","EN",3,"Business owner and also full time employed by another business!",21.491,NA,4,1,1,1,1,1,6,11,1,1,1,"",185,30,1,4,"",1
2021-05-05 21:05:30,"53.576202392578125","-0.739105224609375","EN",2,"",27.63,NA,4,2,2,2,2,2,6,10,1,1,7,"tertiary sector",185,24,1,2,"",1
2021-05-05 21:05:30,"51.49639892578125","-0.122406005859375","EN",1,"",NA,22.027,4,5,5,2,3,2,8,2,1,1,3,"",185,31,2,4,"",2
2021-05-05 21:05:32,"51.5507049560546875","-0.0536956787109375","EN",2,"",22.013,NA,3,1,2,2,2,1,7,2,1,2,1,"",185,10,1,4,"",1
2021-05-05 21:05:44,"52.520599365234375","-1.9113006591796875","EN",2,"",NA,28.097,4,4,5,2,5,4,4,12,1,1,7,"Photography",185,7,2,4,"",2
2021-05-05 21:05:47,"54.5395965576171875","-5.975006103515625","EN",2,"",NA,51.251,5,5,5,4,4,4,2,1,1,1,4,"",185,9,2,2,"",2
2021-05-05 21:06:05,"53.701202392578125","-1.789398193359375","EN",1,"",26.798,NA,2,1,1,1,1,1,7,6,1,1,4,"",185,13,2,2,"",1
2021-05-05 21:07:03,"51.5565032958984375","0.134002685546875","EN",2,"",NA,36.851,4,4,4,2,3,2,3,5,1,2,1,"",185,30,1,4,"",2
2021-05-05 21:07:05,"55.0167999267578125","-1.4510040283203125","EN",2,"",NA,24.886,5,5,5,4,4,3,2,11,1,1,7,"Exercise",185,8,2,5,"",2
2021-05-05 21:07:11,"50.19830322265625","-5.30279541015625","EN",1,"",21.936,NA,2,1,1,1,2,2,22,6,1,1,2,"",185,43,1,5,"",1
2021-05-05 21:07:31,"50.613800048828125","-3.4037017822265625","EN",3,"Employed",22.681,NA,3,1,1,1,1,1,1,3,1,2,6,"",185,11,2,4,"",1
2021-05-05 21:07:46,"53.944793701171875","-1.8795013427734375","EN",1,"",NA,26.071,5,4,5,4,5,5,10,12,1,2,2,"",185,30,2,4,"",2
2021-05-05 21:07:49,"54.5395965576171875","-5.975006103515625","EN",1,"",22.555,NA,1,2,1,1,4,1,5,3,1,1,7,"Cleaning",185,24,2,3,"",1
2021-05-05 21:07:52,"53.4833984375","-2.059600830078125","EN",2,"",21.857,NA,2,1,1,1,2,2,8,5,1,1,6,"",185,16,1,3,"",1
2021-05-05 21:07:53,"40.417205810546875","-3.6840057373046875","EN",2,"",NA,20.818,4,3,4,3,2,2,8,5,1,1,1,"",185,9,1,4,"",2
2021-05-05 21:07:55,"54.5709991455078125","-1.3159942626953125","EN",1,"",NA,59.383,4,5,5,5,5,4,4,2,1,1,4,"",185,16,2,4,"",2
2021-05-05 21:07:56,"52.44769287109375","-1.8907012939453125","EN",2,"",NA,21.573,5,5,5,4,4,4,12,NA,1,2,7,"Fitness",185,21,2,4,"",2
2021-05-05 21:08:07,"54.993499755859375","-2.118896484375","EN",1,"",42.373,NA,1,1,1,1,2,2,21,9,1,1,6,"",185,41,1,3,"",1
2021-05-05 21:08:08,"51.1410064697265625","0.8238067626953125","EN",3,"working for an employer",32.993,NA,2,2,2,1,3,3,22,1,2,2,4,"",185,13,1,3,"",1
2021-05-05 21:08:19,"53.7386016845703125","-2.9983062744140625","EN",1,"",21.473,NA,1,1,1,2,2,1,17,6,1,1,4,"",185,22,2,4,"",1
2021-05-05 21:08:32,"55.8802947998046875","-4.3054962158203125","EN",2,"",NA,42.108,4,5,5,3,4,3,25,8,2,2,7,"Transport",185,45,2,3,"",2
2021-05-05 21:08:37,"51.3188018798828125","-2.203399658203125","EN",1,"",21.078,NA,1,1,1,1,1,1,4,4,1,1,7,"entertainment/betting",185,41,1,2,"",1
2021-05-05 21:08:44,"51.781005859375","-0.1472015380859375","EN",2,"",NA,28.364,5,5,5,2,3,3,8,1,1,1,3,"",185,7,2,4,"",2
2021-05-05 21:08:51,"54.87060546875","-2.9459991455078125","EN",1,"",22.077,NA,3,1,1,2,2,2,37,5,1,2,6,"",185,41,2,4,"",1
2021-05-05 21:09:01,"51.4770050048828125","-0.1959075927734375","EN",1,"",21.262,NA,4,1,2,1,2,1,32,9,2,2,3,"",185,15,2,4,"",1
2021-05-05 21:09:27,"54.5395965576171875","-5.975006103515625","EN",1,"",22.624,NA,3,1,1,1,1,1,8,9,1,2,1,"",185,18,2,4,"",1
2021-05-05 21:09:31,"55.9488983154296875","-3.1631927490234375","EN",1,"",NA,24.849,4,5,5,5,4,4,3,4,1,1,7,"Visual arts",185,14,3,4,"",2
2021-05-05 21:09:52,"57.145294189453125","-2.0944976806640625","EN",1,"",NA,24.166,5,4,5,1,3,5,3,2,1,1,7,"Sports and fitness",185,NA,2,4,"",2
2021-05-05 21:10:02,"51.3280029296875","-0.4156951904296875","EN",1,"",25.087,NA,4,1,1,1,1,3,18,7,1,2,3,"",185,23,2,4,"",1
2021-05-05 21:10:24,"53.7606048583984375","-0.3733978271484375","EN",1,"",21.482,NA,2,1,1,1,2,3,10,10,1,2,5,"",185,29,1,4,"",1
2021-05-05 21:10:55,"54.5746002197265625","-1.1927032470703125","EN",1,"",NA,22.133,5,5,5,4,4,3,14,9,1,1,6,"",185,22,2,4,"",2
2021-05-05 21:10:57,"51.453399658203125","-2.5077056884765625","EN",1,"",21.183,NA,3,1,1,1,1,1,12,6,1,1,7,"Events",185,15,1,3,"",1
2021-05-05 21:10:58,"53.5915069580078125","-2.393096923828125","EN",2,"",NA,494.015,2,2,2,4,3,3,43,6,1,1,1,"",185,24,2,4,"",2
2021-05-05 21:11:19,"51.4340057373046875","0.348602294921875","EN",2,"",33.267,NA,2,1,1,1,1,1,6,4,1,1,4,"",185,12,2,4,"",1
2021-05-05 21:11:54,"51.445098876953125","0.096405029296875","EN",1,"",22.047,NA,2,1,1,1,1,3,6,8,1,1,1,"",185,21,2,4,"",1
2021-05-05 21:12:00,"51.2279052734375","-2.526092529296875","EN",1,"",30.455,NA,3,1,1,1,1,1,1,1,1,2,7,"Coaching",185,12,2,4,"",1
2021-05-05 21:12:08,"52.9871063232421875","-1.0677032470703125","EN",1,"",30.892,NA,4,1,1,1,1,1,9,5,1,1,2,"",185,24,2,3,"",1
2021-05-05 21:13:32,"51.480499267578125","-0.174102783203125","EN",3,"full time employed",NA,59.638,4,3,3,1,4,2,6,3,2,2,7,"pharma",185,19,2,4,"",2
2021-05-05 21:13:38,"52.7212066650390625","-2.74560546875","EN",2,"",26.095,NA,3,1,1,1,1,1,2,11,1,1,7,"Food",185,4,1,4,"",1
2021-05-05 21:13:55,"53.0749053955078125","-0.9553070068359375","EN",1,"",NA,69.554,2,4,4,2,2,2,10,10,1,1,1,"",185,33,1,4,"",2
2021-05-05 21:14:10,"54.0771026611328125","-0.2306060791015625","EN",1,"",NA,29.453,5,5,5,5,4,5,4,1,1,1,3,"",185,21,1,4,"",2
2021-05-05 21:14:28,"55.8802947998046875","-4.3054962158203125","EN",1,"",28.355,NA,2,1,1,1,1,1,3,5,1,1,7,"Training",185,28,2,4,"",1
2021-05-05 21:14:53,"51.486602783203125","-1.7570037841796875","EN",1,"",21.3,NA,3,2,2,1,1,1,26,7,1,1,1,"",185,7,1,3,"",1
2021-05-05 21:14:57,"51.7993927001953125","-4.964599609375","EN",2,"",21.466,NA,4,2,1,1,1,1,4,1,1,1,4,"",185,28,2,4,"",1
2021-05-05 21:15:10,"51.5323028564453125","0.7100982666015625","EN",2,"",21.876,NA,2,1,2,1,1,1,8,11,1,1,7,"Arts and Entertainment",185,17,1,4,"",1
2021-05-05 21:15:10,"53.6537017822265625","-1.720794677734375","EN",1,"",20.97,NA,3,1,1,1,1,1,5,6,1,1,3,"",185,21,2,3,"",1
2021-05-05 21:15:13,"51.3719940185546875","0.4539947509765625","EN",1,"",33.079,NA,4,1,1,1,1,2,3,2,1,1,7,"Gardening",185,43,1,3,"",1
2021-05-05 21:15:33,"51.54150390625","-0.0601043701171875","EN",1,"",42.847,NA,3,1,2,1,2,1,2,10,1,2,4,"",185,6,2,6,"Masters",1
2021-05-05 21:15:37,"50.7519073486328125","-1.87060546875","EN",2,"",24.435,NA,4,2,2,2,1,2,2,5,1,2,7,"Art",185,11,2,4,"",1
2021-05-05 21:15:40,"51.5435028076171875","-0.1732940673828125","EN",1,"",34.674,NA,2,1,1,1,1,1,2,1,1,1,3,"",185,11,2,6,"Masters degree",1
2021-05-05 21:16:05,"51.58880615234375","-0.0247039794921875","EN",1,"",NA,21.858,1,3,1,1,1,1,8,5,1,1,7,"wellness",185,26,2,4,"",2
2021-05-05 21:16:27,"51.4279022216796875","0.3896026611328125","EN",1,"",NA,41.25,5,5,5,3,3,3,9,4,1,1,4,"",185,34,2,2,"",2
2021-05-05 21:17:53,"50.7532958984375","-1.6571044921875","EN",2,"",21.42,NA,2,1,1,1,1,1,17,11,1,1,4,"",185,23,1,4,"",1
2021-05-05 21:18:00,"50.398895263671875","-4.172698974609375","EN",2,"",24.013,NA,1,1,1,1,1,1,10,12,1,1,4,"",185,22,2,4,"",1
2021-05-05 21:18:33,"-27.47320556640625","153.021514892578125","EN",1,"",24.981,NA,2,1,1,1,1,1,13,6,1,1,2,"",9,39,1,4,"",1
2021-05-05 21:18:38,"53.7606048583984375","-0.3733978271484375","EN",1,"",24.398,NA,3,1,1,5,2,1,10,2,1,2,4,"",185,40,1,2,"",1
2021-05-05 21:18:52,"52.1363983154296875","-4.5406036376953125","EN",1,"",21.831,NA,4,1,1,1,1,1,14,3,1,1,7,"Horse breeding",185,16,2,4,"",1
2021-05-05 21:18:56,"51.5095062255859375","-0.0955047607421875","EN",1,"",21.22,NA,2,1,1,1,2,1,23,4,1,2,6,"",185,35,2,4,"",1
2021-05-05 21:19:01,"52.3325042724609375","-0.1844024658203125","EN",1,"",21.852,NA,4,1,1,1,1,1,3,11,1,1,1,"",185,24,1,2,"",1
2021-05-05 21:19:08,"55.899505615234375","-3.5236968994140625","EN",1,"",NA,44.183,4,4,4,2,2,2,7,1,1,1,4,"",185,18,1,3,"",2
2021-05-05 21:19:17,"54.7079010009765625","-6.528900146484375","EN",1,"",NA,158.098,5,5,5,5,5,5,9,8,1,1,2,"",185,38,1,4,"",2
2021-05-05 21:19:33,"53.9308013916015625","-0.8083038330078125","EN",2,"",20.755,NA,4,4,2,1,1,1,5,7,1,1,7,"Entertainment",185,16,1,3,"",1
2021-05-05 21:20:11,"52.25","-0.88330078125","EN",3,"Unemployed",NA,22.697,4,4,4,2,3,2,3,3,2,1,4,"",185,3,2,2,"",2
2021-05-05 21:20:39,"51.5177001953125","-0.6215057373046875","EN",2,"",NA,31.348,4,5,4,4,4,5,4,5,1,1,1,"",184,17,1,4,"",2
2021-05-05 21:20:51,"51.5258941650390625","-0.322906494140625","EN",1,"",27.636,NA,4,1,1,1,1,1,11,3,1,1,7,"Tourism",185,37,1,4,"",1
2021-05-05 21:20:56,"52.5189056396484375","-1.9188995361328125","EN",2,"",94.534,NA,4,1,1,1,1,1,5,1,1,2,1,"",185,37,2,4,"",1
2021-05-05 21:21:18,"51.49639892578125","-0.122406005859375","EN",1,"",23.015,NA,3,1,1,1,2,2,19,8,1,1,1,"",185,32,2,5,"",1
2021-05-05 21:21:19,"54.608001708984375","-5.964996337890625","EN",2,"",NA,36.107,4,4,4,2,4,2,3,3,1,1,7,"Marketing and Advertising",185,11,2,4,"",2
2021-05-05 21:22:14,"51.4192962646484375","-0.559295654296875","EN",2,"",NA,21.433,4,5,5,4,3,4,7,9,1,1,1,"",185,34,2,5,"",2
2021-05-05 21:22:22,"51.1002960205078125","-1.8784942626953125","EN",1,"",54.639,NA,1,1,1,1,1,1,5,8,1,1,7,"Marketing / copywriting mainly for the tech sector",185,32,2,4,"",1
2021-05-05 21:22:31,"51.4535064697265625","-2.591705322265625","EN",1,"",168.944,NA,4,2,2,2,1,1,2,9,1,1,3,"",185,24,2,4,"",1
2021-05-05 21:23:00,"29.7133026123046875","-95.48040008544921875","EN",2,"",NA,21.647,5,5,5,4,3,3,3,2,1,1,4,"",187,10,2,6,"Masters degree",2
2021-05-05 21:23:14,"51.4615020751953125","-0.140899658203125","EN",1,"",NA,51.767,4,5,5,4,4,4,9,7,1,1,4,"",185,30,2,4,"",2
2021-05-05 21:23:21,"53.75","-2.7295074462890625","EN",3,"Student",20.853,NA,3,1,1,2,2,3,2,9,2,2,7,"student",185,2,1,3,"",1
2021-05-05 21:24:11,"51.44830322265625","-0.08270263671875","EN",2,"",NA,21.666,5,5,5,3,4,3,12,7,2,2,6,"",185,6,2,4,"",2
2021-05-05 21:24:14,"52.9871063232421875","-1.0677032470703125","EN",1,"",NA,23.95,4,4,4,2,2,1,15,1,1,1,3,"",185,34,2,4,"",2
2021-05-05 21:24:41,"50.7519073486328125","-1.87060546875","EN",2,"",NA,29.303,5,5,5,4,4,4,7,1,1,2,3,"",185,19,1,5,"",2
2021-05-05 21:24:43,"53.44659423828125","-2.0330963134765625","EN",2,"",NA,41.135,3,4,5,1,2,1,5,11,2,1,1,"",185,22,1,4,"",2
2021-05-05 21:24:50,"53.3553009033203125","-1.56329345703125","EN",1,"",21.144,NA,3,5,5,1,1,1,8,9,1,1,3,"",185,22,2,3,"",1
2021-05-05 21:24:51,"53.7263031005859375","-1.7064971923828125","EN",1,"",21.147,NA,3,1,1,1,1,1,8,6,1,2,4,"",185,14,2,4,"",1
2021-05-05 21:25:06,"52.55889892578125","-2.1448974609375","EN",2,"",NA,52.788,5,5,5,4,4,2,18,1,1,1,7,"Entertainment",185,30,1,4,"",2
2021-05-05 21:25:13,"55.8860015869140625","-3.3363037109375","EN",1,"",45.979,NA,3,1,1,1,2,1,10,9,1,1,4,"",185,16,2,1,"",1
2021-05-05 21:25:14,"51.64849853515625","-0.7801055908203125","EN",1,"",21.568,NA,2,1,2,2,2,2,7,3,1,1,4,"",185,15,1,4,"",1
2021-05-05 21:25:20,"52.6280975341796875","1.28619384765625","EN",2,"",20.965,NA,2,1,2,1,2,3,7,7,1,1,7,"art",185,12,2,4,"",1
2021-05-05 21:25:20,"54.5554046630859375","-1.515106201171875","EN",1,"",60.229,NA,3,3,3,3,2,2,11,1,1,1,4,"",185,25,2,5,"",1
2021-05-05 21:25:40,"51.86590576171875","-2.205902099609375","EN",1,"",NA,24.452,4,5,5,4,4,4,8,2,1,1,1,"",185,24,1,3,"",2
2021-05-05 21:25:55,"51.705596923828125","0.027801513671875","EN",1,"",41.36,NA,2,1,1,1,1,3,11,10,1,1,2,"",185,31,2,2,"",1
2021-05-05 21:26:52,"54.833404541015625","-1.626800537109375","EN",1,"",NA,24.315,4,5,5,4,4,3,5,10,1,1,7,"craft",185,27,2,5,"",2
2021-05-05 21:27:16,"51.5095062255859375","-0.0955047607421875","EN",3,"student",NA,21.213,3,1,4,3,4,4,2,10,1,1,7,"social media",185,1,1,2,"",2
2021-05-05 21:27:19,"52.6737060546875","-2.0312957763671875","EN",1,"",NA,56.145,4,5,5,3,3,3,3,7,1,1,7,"entertainment",185,32,2,4,"",2
2021-05-05 21:27:43,"53.48260498046875","-1.3025970458984375","EN",2,"",NA,21.861,5,5,5,4,3,3,2,5,1,1,4,"",185,17,2,4,"",2
2021-05-05 21:27:50,"52.2765960693359375","-1.93719482421875","EN",1,"",NA,46.402,3,4,4,1,4,1,3,3,1,1,7,"Media",185,NA,1,2,"",2
2021-05-05 21:28:25,"51.49639892578125","-0.122406005859375","EN",2,"",21.859,NA,2,1,1,1,1,3,3,4,1,1,6,"",185,31,2,4,"",1
2021-05-05 21:28:55,"50.716796875","-2.4342041015625","EN",2,"",22.512,NA,4,1,1,1,2,3,4,3,1,1,7,"photographic",185,42,2,3,"",1
2021-05-05 21:29:03,"51.5128021240234375","-0.0637969970703125","EN",1,"",30.357,NA,3,1,1,1,1,1,NA,NA,2,NA,7,"Retail, marketing, content creation.",185,11,2,4,"",1
2021-05-05 21:29:22,"54.993499755859375","-2.118896484375","EN",2,"",25.849,NA,4,2,2,1,1,2,5,3,1,1,3,"",185,22,2,4,"",1
2021-05-05 21:29:33,"51.9053955078125","-0.293701171875","EN",2,"",56.04,NA,2,2,2,2,2,2,15,9,1,1,3,"",185,31,2,4,"",1
2021-05-05 21:29:35,"50.932098388671875","-1.3892059326171875","EN",1,"",34.295,NA,2,1,1,1,2,1,4,8,1,2,7,"Charity",185,12,2,4,"",1
2021-05-05 21:29:43,"53.7458038330078125","-1.3760986328125","EN",1,"",31.381,NA,3,1,1,1,1,1,2,1,1,1,7,"Energy Sales Services",185,15,1,2,"",1
2021-05-05 21:30:12,"52.95379638671875","-1.1571044921875","EN",1,"",NA,21.492,4,5,5,2,2,2,3,10,1,2,2,"",185,32,1,4,"",2
2021-05-05 21:30:19,"50.912994384765625","0.346405029296875","EN",1,"",28.189,NA,4,2,2,3,4,4,10,3,1,1,2,"",185,23,2,4,"",1
2021-05-05 21:30:26,"51.4098052978515625","-0.02490234375","EN",2,"",45.411,NA,3,1,1,1,1,1,8,10,1,1,3,"",185,36,2,6,"Post grad diploma",1
2021-05-05 21:30:28,"54.524505615234375","-1.550994873046875","EN",1,"",24.251,NA,2,1,1,2,1,3,5,10,1,2,4,"",185,14,1,3,"",1
2021-05-05 21:30:31,"52.18890380859375","0.9976959228515625","EN",2,"",NA,24.045,5,5,5,4,4,4,29,11,1,1,7,"Business services",185,41,2,4,"",2
2021-05-05 21:30:33,"45.6533966064453125","0.151397705078125","EN",1,"",22.933,NA,2,1,1,1,2,1,11,12,1,1,3,"",61,46,2,5,"",1
2021-05-05 21:30:45,"50.9026947021484375","-0.0124053955078125","EN",1,"",21.024,NA,1,1,1,1,1,1,6,1,1,1,3,"",185,25,2,5,"",1
2021-05-05 21:30:54,"52.55889892578125","-2.1448974609375","EN",1,"",NA,24.959,5,5,5,2,4,2,5,6,2,2,1,"",185,39,1,3,"",2
2021-05-05 21:31:09,"55.86700439453125","-4.2621002197265625","EN",3,"",NA,21.619,2,5,5,2,4,4,2,8,1,1,3,"",185,NA,2,6,"Masters",2
2021-05-05 21:31:19,"53.2144927978515625","-0.57110595703125","EN",2,"",NA,21.908,4,4,5,2,4,2,3,8,1,1,2,"",185,2,1,4,"",2
2021-05-05 21:31:49,"50.22430419921875","-5.25860595703125","EN",1,"",NA,27.706,2,4,5,4,3,3,4,4,1,1,4,"",185,13,2,2,"",2
2021-05-05 21:31:55,"51.4203033447265625","-0.11749267578125","EN",1,"",24.008,NA,5,1,1,1,1,1,4,3,1,1,3,"",185,17,1,4,"",1
2021-05-05 21:31:58,"51.453399658203125","-2.5077056884765625","EN",1,"",NA,87.219,5,5,5,3,3,3,6,3,1,1,3,"",185,39,2,4,"",2
2021-05-05 21:32:19,"53.75","-2.7295074462890625","EN",2,"",NA,35.81,2,2,2,1,4,4,5,6,2,2,4,"",185,4,2,2,"",2
2021-05-05 21:32:21,"52.4553985595703125","-1.9564971923828125","EN",2,"",NA,29.755,4,5,5,3,4,2,13,1,1,1,3,"",185,44,2,5,"",2
2021-05-05 21:32:31,"51.23150634765625","-1.6652984619140625","EN",1,"",NA,24.835,5,5,5,4,4,2,7,5,2,2,7,"Arts",185,29,2,4,"",2
2021-05-05 21:32:49,"52.191497802734375","-0.8986053466796875","EN",1,"",31.232,NA,4,1,1,2,4,5,7,8,1,1,2,"",185,45,2,2,"",1
2021-05-05 21:33:27,"50.7310028076171875","-1.9530029296875","EN",1,"",NA,34.92,5,5,5,1,4,1,30,7,1,2,2,"",185,55,1,2,"",2
2021-05-05 21:33:29,"52.372802734375","-2.252197265625","EN",2,"",25.167,NA,4,2,2,2,2,2,16,3,1,1,3,"",185,19,1,4,"",1
2021-05-05 21:33:30,"51.887298583984375","0.863800048828125","EN",2,"",NA,22.056,5,5,5,5,4,4,3,11,1,1,1,"",185,4,1,4,"",2
2021-05-05 21:33:42,"52.061798095703125","1.156005859375","EN",2,"",NA,23.162,4,5,5,4,4,3,4,1,1,2,7,"Children’s Entertainment",185,20,1,4,"",2
2021-05-05 21:34:04,"51.8052978515625","-0.80859375","EN",1,"",NA,29.162,4,5,4,4,4,3,12,7,1,1,1,"",185,23,1,2,"",2
2021-05-05 21:34:14,"54.4539031982421875","-6.38299560546875","EN",1,"",22.186,NA,4,1,1,1,1,2,1,2,1,1,4,"",185,19,2,4,"",1
2021-05-05 21:34:20,"51.4622955322265625","-2.550201416015625","EN",2,"",NA,25.501,5,4,5,2,2,2,3,6,1,1,3,"",185,22,2,6,"Masters degree",2
2021-05-05 21:34:23,"55.0933074951171875","-3.5590057373046875","EN",1,"",24.061,NA,4,1,1,1,1,1,6,4,1,2,7,"The arts",185,37,2,4,"",1
2021-05-05 21:34:51,"53.6515045166015625","-1.8195953369140625","EN",1,"",22.275,NA,2,1,1,1,1,1,13,9,1,1,6,"",185,30,1,3,"",1
2021-05-05 21:35:20,"51.4889068603515625","-0.2317962646484375","EN",1,"",NA,25.442,3,4,5,1,2,2,2,10,1,1,4,"",185,1,2,2,"",2
2021-05-05 21:35:29,"53.2144927978515625","-0.57110595703125","EN",2,"",63.953,NA,1,1,1,1,1,1,12,4,1,1,4,"",185,29,1,2,"",1
2021-05-05 21:35:38,"52.0675048828125","-0.75689697265625","EN",1,"",22.039,NA,1,1,1,1,1,4,16,10,1,1,4,"",185,26,2,2,"",1
2021-05-05 21:35:41,"51.5095062255859375","-0.0955047607421875","EN",2,"",26.039,NA,2,1,2,1,1,2,3,3,1,1,7,"entertainment",185,6,1,3,"",1
2021-05-05 21:35:48,"51.3303985595703125","-0.26800537109375","EN",2,"",NA,32.249,5,5,5,1,3,1,4,6,1,1,3,"",185,19,2,4,"",2
2021-05-05 21:35:55,"51.7877960205078125","0.0850067138671875","EN",2,"",NA,23.846,4,5,5,4,4,2,4,5,1,2,4,"",185,22,2,4,"",2
2021-05-05 21:36:00,"51.0955047607421875","-0.5115966796875","EN",1,"",40.048,NA,2,2,1,1,1,1,6,2,1,1,5,"",185,34,1,3,"",1
2021-05-05 21:36:19,"51.49639892578125","-0.122406005859375","EN",2,"",NA,29.006,4,4,5,1,1,1,2,10,1,1,1,"",185,1,1,2,"",2
2021-05-05 21:36:21,"52.90289306640625","-1.5045928955078125","EN",2,"",21.087,NA,4,1,2,2,2,1,3,10,1,1,5,"",185,11,1,4,"",1
2021-05-05 21:36:39,"51.4250946044921875","-0.1519927978515625","EN",1,"",NA,37.087,5,5,5,2,4,2,22,6,1,1,7,"Entertainment Industry",185,33,2,4,"",2
2021-05-05 21:36:43,"53.533203125","-2.6116943359375","EN",1,"",NA,34.554,5,5,5,3,3,2,31,4,1,1,6,"",185,35,1,3,"",2
2021-05-05 21:36:44,"53.172698974609375","-3.1645050048828125","EN",2,"",NA,23.85,4,4,4,4,4,2,2,5,1,1,4,"",185,7,2,4,"",2
2021-05-05 21:37:10,"52.65130615234375","-1.0876007080078125","EN",2,"",NA,23.94,4,4,5,4,4,5,4,12,1,1,3,"",185,12,1,4,"",2
2021-05-05 21:37:16,"53.940093994140625","-0.447906494140625","EN",1,"",24.816,NA,2,1,1,1,1,3,27,10,1,2,2,"",185,44,1,5,"",1
2021-05-05 21:37:24,"54.2050018310546875","-1.58819580078125","EN",2,"",NA,21.128,4,5,5,4,2,2,2,3,2,2,4,"",185,30,1,4,"",2
2021-05-05 21:37:39,"53.5865936279296875","-2.435394287109375","EN",1,"",21.613,NA,4,1,1,1,2,1,5,9,1,1,3,"",185,46,1,4,"",1
2021-05-05 21:38:00,"52.7572021484375","1.1305999755859375","EN",1,"",21.578,NA,2,1,1,1,2,3,9,4,1,1,7,"Business services",185,47,2,3,"",1
2021-05-05 21:38:03,"51.3939971923828125","-2.32269287109375","EN",3,"student",NA,29.563,3,4,4,2,4,2,NA,NA,2,2,7,"engineering",187,4,2,4,"",2
